City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,funafuti,-8.5243,179.1942,28.0,94,100,0.51,TV,1702836289
364,callao,-12.0667,-77.15,24.16,64,20,7.72,PE,1702836290
365,maudaha,25.6833,80.1167,15.55,43,2,1.75,IN,1702836290
366,ixtapa,20.7,-105.2,30.87,31,87,2.06,MX,1702836020
367,paseh,-7.1026,107.7641,22.5,94,82,0.3,ID,1702836293
368,qamdo,31.1667,97.2333,-6.37,62,58,3.23,CN,1702836294
369,moldova noua,44.7375,21.6669,-1.1,89,61,0.81,RO,1702836294
370,aptos,36.9772,-121.8994,18.5,60,75,0.0,US,1702836295
371,utrik,11.2278,169.8474,26.66,83,100,11.24,MH,1702836296
372,namibe,-15.1961,12.1522,22.25,74,34,6.04,AO,1702836297
373,six-fours-les-plages,43.0938,5.84,10.81,80,0,1.33,FR,1702836298
374,saint-joseph,-21.3667,55.6167,25.21,78,98,3.41,RE,1702836299
375,vadso,70.0744,29.7487,-7.91,86,40,5.66,NO,1702836300
376,conde,-7.2597,-34.9075,29.7,62,20,6.17,BR,1702836301
377,tolanaro,-25.0319,46.9987,26.04,89,40,4.12,MG,1702836302
378,flin flon,54.7682,-101.865,-15.09,72,20,5.66,CA,1702836303
379,san felipe,10.3399,-68.7425,31.26,55,92,0.73,VE,1702836304
380,happy valley-goose bay,53.3168,-60.3315,1.17,51,75,7.72,CA,1702836306
381,fontenay-le-comte,46.5833,-1.0,2.8,82,0,1.2,FR,1702836307
382,batang,-6.4846,110.7083,25.11,78,50,4.27,ID,1702836308
383,sao tome,0.3365,6.7273,27.67,79,99,1.66,ST,1702836308
384,merowe,18.4833,31.8167,26.97,31,35,5.31,SD,1702836309
385,squamish,49.7014,-123.1512,8.36,91,89,1.74,CA,1702836310
386,zima,53.9202,102.0442,-20.58,90,100,4.38,RU,1702836312
387,eureka,40.8021,-124.1637,11.43,88,100,2.35,US,1702836136
388,copala,16.65,-98.9833,29.96,59,2,2.61,MX,1702836313
389,walvis bay,-22.9575,14.5053,16.72,77,38,8.2,NA,1702836315
390,altay,47.8667,88.1167,-22.26,71,2,3.01,CN,1702836316
391,ketchikan,55.3422,-131.6461,2.99,100,100,3.6,US,1702836317
392,naze,28.3667,129.4833,13.51,69,93,5.61,JP,1702836317
393,diamantino,-14.4086,-56.4461,37.76,23,100,3.28,BR,1702836318
394,masaya sur,16.497,121.7456,21.72,98,84,1.28,PH,1702836319
395,riyadh,24.6877,46.7219,15.08,61,0,3.26,SA,1702835975
396,guanica,17.9716,-66.908,31.1,63,40,9.49,PR,1702836321
397,imeko,7.45,2.85,30.73,19,19,1.5,NG,1702836321
398,puerto gaitan,4.3133,-72.0816,31.2,59,90,2.31,CO,1702836322
399,santa cruz,-17.8,-63.1667,35.7,52,40,14.92,BO,1702836322
400,rabaul,-4.1967,152.1721,26.31,83,61,2.1,PG,1702836323
401,sao joao da barra,-21.6403,-41.0511,32.05,74,82,5.49,BR,1702836182
402,kamaishi,39.2667,141.8833,-1.89,70,46,9.13,JP,1702836325
403,llanelli,51.682,-4.1619,11.59,91,100,9.26,GB,1702836123
404,werneck,49.9833,10.1,3.29,85,98,1.44,DE,1702836326
405,mahibadhoo,3.7833,72.9667,28.42,73,62,2.58,MV,1702836327
406,holualoa,19.6228,-155.9522,19.88,71,40,2.57,US,1702836327
407,lethem,3.3803,-59.7968,35.92,36,95,4.24,GY,1702836328
408,quepos,9.4236,-84.1652,29.95,71,100,3.2,CR,1702836328
409,kokopo,-4.352,152.2633,25.14,87,70,1.8,PG,1702836330
410,tual,-5.6667,132.75,28.22,80,92,6.63,ID,1702836331
411,sacramento,38.4666,-121.3177,16.63,70,0,1.54,US,1702836313
412,nadi,-17.8,177.4167,25.0,88,75,0.0,FJ,1702836332
413,fomboni,-12.28,43.7425,28.45,75,77,4.24,KM,1702836332
414,darovskoy,58.77,47.9564,-9.45,94,100,4.71,RU,1702836333
415,zalari,53.5584,102.5065,-20.61,91,100,4.58,RU,1702836334
416,khadyzhensk,44.4256,39.5319,-5.37,92,40,2.33,RU,1702836335
417,formiga,-20.4644,-45.4264,32.71,26,67,0.98,BR,1702836076
418,turgen,43.4006,77.5933,-6.93,74,57,2.88,KZ,1702836336
419,hadibu,12.65,54.0333,24.63,75,78,8.54,YE,1702836336
420,kibale,0.8,31.0667,19.64,83,94,1.32,UG,1702836337
421,panama city beach,30.1766,-85.8055,17.07,84,100,6.69,US,1702836184
422,erenhot,43.6475,111.9767,-20.08,92,28,1.67,CN,1702836339
423,kristiansund,63.1115,7.732,3.36,93,75,1.54,NO,1702836340
424,makueni boma,-1.8041,37.6203,17.5,94,95,1.42,KE,1702836340
425,sola,-13.8833,167.55,25.37,94,40,1.54,VU,1702836341
426,kapa'a,22.0752,-159.319,22.18,82,100,8.75,US,1702836342
427,beipiao,41.7919,120.7792,-20.59,90,4,0.69,CN,1702836342
428,plettenberg bay,-34.0527,23.3716,18.62,83,71,3.43,ZA,1702836343
429,nemuro,43.3236,145.575,-1.4,67,83,13.21,JP,1702836067
430,nogliki,51.8333,143.1667,-18.7,96,100,7.6,RU,1702836345
431,harper,4.375,-7.7169,28.08,75,16,3.48,LR,1702836345
432,fisterra,42.9049,-9.2629,9.45,70,0,2.46,ES,1702836346
433,mount isa,-20.7333,139.5,28.87,58,86,3.6,AU,1702836063
434,shenjiamen,29.9576,122.298,6.79,64,100,4.48,CN,1702836347
435,stepnoye,51.4,46.8667,-6.87,94,57,7.61,RU,1702836348
436,arkhara,49.4212,130.0842,-34.57,100,76,1.79,RU,1702836349
437,hilo,19.7297,-155.09,22.85,80,75,3.09,US,1702836323
438,sabang,5.8933,95.3214,27.81,77,91,7.45,ID,1702836350
439,tanggu,39.0211,117.6469,-15.02,77,87,2.46,CN,1702836351
440,shakawe,-18.3667,21.85,24.59,65,85,1.17,BW,1702836351
441,reyes,-14.3167,-67.3833,36.75,37,48,3.44,BO,1702836352
442,myaydo,19.3667,95.2167,20.17,69,12,1.41,MM,1702836352
443,bezhetsk,57.7851,36.6965,-1.26,86,81,7.41,RU,1702836354
444,porto novo,6.4965,2.6036,29.9,68,10,3.16,BJ,1702836355
445,kota kinabalu,5.9749,116.0724,25.99,89,20,2.24,MY,1702836186
446,sittwe,20.15,92.9,20.23,72,41,2.13,MM,1702836355
447,coremas,-7.0144,-37.9458,38.26,21,70,0.65,BR,1702836206
448,levuka,50.1834,-105.4011,-2.1,57,50,8.55,CA,1702836356
449,hengchun,22.0042,120.7439,20.41,73,50,11.56,TW,1702836357
450,nyandoma,61.669,40.1991,-2.07,85,100,5.63,RU,1702836357
451,noshiro,40.2039,140.0242,-2.22,74,100,11.78,JP,1702836357
452,saudarkrokur,65.7461,-19.6394,0.1,93,100,4.13,IS,1702836192
453,boca suno,-0.7167,-77.1333,23.77,94,100,0.44,EC,1702836358
454,perryton,36.4,-100.8027,13.44,46,0,3.09,US,1702836063
455,northam,51.0333,-4.2167,12.03,88,56,6.89,GB,1702836359
456,kingscliff,-28.2667,153.5667,24.41,100,75,1.54,AU,1702836360
457,gwanda,-20.9333,29.0,21.23,90,99,5.48,ZW,1702836360
458,kapuskasing,49.4169,-82.4331,3.05,93,75,4.12,CA,1702836151
459,buka,40.8108,69.1986,0.32,91,27,1.99,UZ,1702836361
460,kirkwood,38.5834,-90.4068,5.77,80,100,5.66,US,1702836362
461,charters towers,-20.1,146.2667,21.03,91,100,3.26,AU,1702836363
462,rio san juan,19.6439,-70.0763,30.09,74,51,7.54,DO,1702836364
463,eyl,7.9803,49.8164,24.79,71,85,11.72,SO,1702836364
464,hauterive,46.0901,3.4459,3.88,100,0,1.02,FR,1702836365
465,aginskoye,51.1,114.53,-28.74,99,8,1.46,RU,1702836365
466,lillebonne,49.5203,0.5362,5.35,82,0,2.19,FR,1702836366
467,melfort,52.8667,-104.6177,-6.93,73,82,5.66,CA,1702836366
468,kamogawa,35.1,140.1,6.74,45,47,4.07,JP,1702836141
469,dwarka,22.2394,68.9678,23.18,46,25,5.29,IN,1702836367
470,santyoku,37.4406,129.1708,-6.23,40,0,3.98,KR,1702836368
471,shalya,57.2471,58.7298,-13.25,93,100,4.25,RU,1702836368
472,rodnikovskaya,44.7644,40.6656,-6.33,93,74,3.18,RU,1702836369
473,ambodifotatra,-16.9833,49.85,27.33,78,73,4.77,MG,1702836369
474,guixi,28.2886,117.2133,2.26,71,100,3.03,CN,1702836370
475,leshan,29.5623,103.7639,4.69,58,96,0.84,CN,1702836370
476,coxen hole,16.3244,-86.5366,26.6,65,40,5.14,HN,1702836371
477,rudnyy,52.9594,63.1206,-8.87,90,100,4.38,KZ,1702836371
478,gao,16.6362,1.637,22.65,11,27,4.05,ML,1702836198
479,chengde,40.9725,117.9361,-20.76,92,5,1.43,CN,1702836372
480,mar del plata,-38.0023,-57.5575,27.13,71,75,4.47,AR,1702836339
481,lazaro cardenas,17.9583,-102.2,29.54,63,1,1.88,MX,1702836373
482,cedeira,43.6797,-8.0209,11.32,74,0,1.45,ES,1702836375
483,san patricio,28.017,-97.5169,18.92,40,46,0.6,US,1702836376
484,sandnessjoen,66.0217,12.6316,4.29,81,75,2.06,NO,1702836376
485,meridian,43.6121,-116.3915,0.11,93,100,4.63,US,1702836377
486,karpinsk,59.7654,60.0085,-14.75,95,99,3.06,RU,1702836377
487,livingston,55.9029,-3.5226,11.73,87,75,5.66,GB,1702836378
488,thurso,58.5927,-3.5259,12.14,92,100,7.78,GB,1702836378
489,haverfordwest,51.8017,-4.9691,11.7,87,99,2.24,GB,1702836379
490,veraval,20.9,70.3667,22.29,41,19,5.73,IN,1702836379
491,tomatlan,19.9333,-105.25,31.82,39,37,1.97,MX,1702836380
492,chitungwiza,-18.0127,31.0756,20.81,86,100,0.72,ZW,1702836263
493,cidade velha,14.9167,-23.6167,26.26,61,20,7.72,CV,1702836381
494,pandan,14.0453,124.1694,26.38,87,91,8.89,PH,1702836381
495,colchani,-20.3,-66.9333,19.36,16,43,2.8,BO,1702836382
496,sarikei,2.1167,111.5167,25.05,99,93,0.42,MY,1702836382
497,saarijarvi,62.7049,25.254,0.09,80,18,5.83,FI,1702836383
498,smithers,54.7804,-127.1743,-6.82,93,100,3.6,CA,1702836383
499,ingeniero jacobacci,-41.3427,-69.5448,12.65,29,82,7.78,AR,1702836384
500,mafeteng,-29.823,27.2374,22.21,36,41,3.51,LS,1702836384
501,jumla,29.2747,82.1838,0.55,30,1,2.99,NP,1702836384
502,troitsko-pechorsk,62.7084,56.1964,-13.64,93,100,3.81,RU,1702836385
503,upington,-28.4478,21.2561,38.21,8,20,5.66,ZA,1702836386
504,scarborough,54.2797,-0.4044,11.06,83,46,4.92,GB,1702836387
505,tefe,-3.3542,-64.7114,31.06,66,40,1.03,BR,1702836200
506,umbauba,-11.3833,-37.6578,30.73,44,96,4.9,BR,1702836188
507,harar,9.3094,42.1258,14.21,66,72,3.63,ET,1702836389
508,nagqu,31.5,92.0,-20.68,77,0,1.05,CN,1702836389
509,shilin,24.8188,103.3324,9.89,84,22,4.58,CN,1702836390
510,quatre cocos,-20.2078,57.7625,27.06,82,82,3.35,MU,1702836390
511,boonville,38.9736,-92.7432,8.68,71,0,3.09,US,1702836391
512,conduaga,8.862,117.4893,25.81,80,89,1.14,PH,1702836392
513,ebon,4.582,168.6964,27.39,77,100,1.02,MH,1702836392
514,rikaze,29.25,88.8833,-0.76,34,3,1.87,CN,1702836393
515,eregli,37.5133,34.0467,4.94,74,95,1.81,TR,1702836376
516,luanda,-8.8368,13.2343,27.0,83,75,5.66,AO,1702836123
517,murzuq,25.9155,13.9184,14.21,41,0,4.52,LY,1702836394
518,kaiyuan,23.6977,103.3037,10.18,96,36,2.69,CN,1702836394
519,alexandria,31.2156,29.9553,17.3,68,100,4.97,EG,1702835980
520,princeton,25.5384,-80.4089,26.0,72,75,8.75,US,1702835903
521,cabedelo,-6.9811,-34.8339,30.37,69,84,5.35,BR,1702836396
522,assab,13.0092,42.7394,25.78,62,16,11.72,ER,1702836396
523,timra,62.487,17.3257,-6.18,100,61,1.03,SE,1702836396
524,kijang,35.2442,129.2139,-5.15,38,74,2.66,KR,1702836397
525,konosha,60.9736,40.257,-1.68,87,100,5.33,RU,1702836398
526,san pedro de lloc,-7.4328,-79.5058,24.42,68,91,6.54,PE,1702836399
527,goba,7.0167,39.9833,11.93,68,100,0.48,ET,1702836400
528,villa emilio carranza,19.9667,-96.6,22.43,64,2,3.82,MX,1702836400
529,huarmey,-10.0681,-78.1522,24.41,75,49,5.11,PE,1702836401
530,yeppoon,-23.1333,150.7333,21.88,85,59,1.88,AU,1702836401
531,marka,1.7159,44.7717,27.18,81,30,9.45,SO,1702836402
532,mogocha,53.7333,119.7667,-33.4,98,50,1.52,RU,1702836402
533,mogadishu,2.0371,45.3438,27.39,78,72,10.32,SO,1702836292
534,puerto cabezas,14.0351,-83.3888,29.66,59,87,5.94,NI,1702836403
535,penzance,50.1186,-5.5371,11.38,90,22,9.63,GB,1702836115
536,kuta,-8.7233,115.1723,26.97,74,20,1.54,ID,1702836404
537,malpica,43.3228,-8.8105,11.85,92,0,0.92,ES,1702836404
538,kosti,13.1629,32.6635,29.92,25,61,4.04,SD,1702836404
539,klaksvik,62.2266,-6.589,7.51,78,36,10.88,FO,1702836405
540,garoowe,8.4054,48.4845,24.33,47,11,10.29,SO,1702836323
541,aleksandrovsk,59.158,57.5624,-11.22,52,100,3.81,RU,1702836406
542,ribas do rio pardo,-20.4431,-53.7592,42.24,12,44,3.41,BR,1702836406
543,helena valley southeast,46.6153,-111.9216,5.52,62,0,0.45,US,1702836406
544,kalemie,-5.9475,29.1947,23.37,83,89,0.73,CD,1702836407
545,gaalkacyo,6.7697,47.4308,24.48,61,22,9.96,SO,1702836407
546,xuanzhou,30.9525,118.7553,-0.26,46,100,4.76,CN,1702836408
547,swift current,50.2834,-107.8014,-1.7,50,8,7.79,CA,1702836408
548,laojunmiao,39.8333,97.7333,-12.4,67,1,1.2,CN,1702836409
549,kimbe,-5.5502,150.1429,25.13,92,100,1.18,PG,1702836410
550,zmeinogorsk,51.1567,82.195,-25.25,96,6,1.66,RU,1702836411
551,dunedin,-45.8742,170.5036,11.56,81,82,0.68,NZ,1702836412
552,val-d'or,48.1002,-77.7828,5.05,75,75,9.26,CA,1702836186
553,chonchi,-42.6128,-73.8092,12.56,66,33,1.68,CL,1702836413
554,huadian,42.9633,126.7478,-20.49,86,15,2.26,CN,1702836413
555,kyaikkami,16.08,97.5675,27.03,67,21,2.38,MM,1702836414
556,nienburg,52.6333,9.2167,8.49,79,45,6.73,DE,1702836414
557,koundara,12.4833,-13.3,29.22,16,100,2.34,GN,1702836415
558,nar'yan-mar,67.6713,53.087,-14.38,89,98,8.94,RU,1702836415
559,toliara,-23.35,43.6667,26.59,79,100,4.9,MG,1702836416
560,itamaraca,-7.7478,-34.8256,30.03,65,82,4.28,BR,1702836416
561,palikir - national government center,6.9248,158.1611,27.64,77,54,8.75,FM,1702836416
562,vila velha,-20.3297,-40.2925,30.97,62,20,5.14,BR,1702836417
563,berezovyy,51.6667,135.7,-19.66,89,100,1.9,RU,1702836417
564,la possession,-20.9289,55.3351,25.99,85,0,3.6,RE,1702836418
